run_id,patient_id,condition,repetition,run,raw_valid_json,repair_needed,structural_drift_score
20260522_224306,patient_01,filler_control,1,1,1,0,0.0
20260522_224306,patient_01,filler_control,5,1,1,0,0.0
20260522_224306,patient_01,filler_control,10,1,1,0,0.0
20260522_224306,patient_01,filler_control,16,1,1,0,0.0
20260522_224306,patient_02,filler_control,1,1,1,0,0.0
20260522_224306,patient_02,filler_control,5,1,1,0,0.0
20260522_224306,patient_02,filler_control,10,1,1,0,0.0
20260522_224306,patient_02,filler_control,16,1,1,0,0.0
20260522_224306,patient_03,filler_control,1,1,1,0,0.0
20260522_224306,patient_03,filler_control,5,1,1,0,0.0
20260522_224306,patient_03,filler_control,10,1,1,0,0.0
20260522_224306,patient_03,filler_control,16,1,1,0,0.0
20260522_224306,patient_04,filler_control,1,1,1,0,0.0
20260522_224306,patient_04,filler_control,5,1,1,0,0.0
20260522_224306,patient_04,filler_control,10,1,1,0,0.0
20260522_224306,patient_04,filler_control,16,1,1,0,0.0
20260522_224306,patient_05,filler_control,1,1,1,0,0.0
20260522_224306,patient_05,filler_control,5,1,1,0,0.0
20260522_224306,patient_05,filler_control,10,1,1,0,0.0
20260522_224306,patient_05,filler_control,16,1,1,0,0.0
20260522_224306,patient_06,filler_control,1,1,1,0,0.0
20260522_224306,patient_06,filler_control,5,1,1,0,0.0
20260522_224306,patient_06,filler_control,10,1,1,0,0.0
20260522_224306,patient_06,filler_control,16,1,1,0,0.0
20260522_224306,patient_07,filler_control,1,1,1,0,0.0
20260522_224306,patient_07,filler_control,5,1,1,0,0.0
20260522_224306,patient_07,filler_control,10,1,1,0,0.0
20260522_224306,patient_07,filler_control,16,1,1,0,0.0
20260522_224306,patient_08,filler_control,1,1,1,0,0.0
20260522_224306,patient_08,filler_control,5,1,1,0,0.0
20260522_224306,patient_08,filler_control,10,1,1,0,0.0
20260522_224306,patient_08,filler_control,16,1,1,0,0.0
20260522_224306,patient_09,filler_control,1,1,1,0,0.0
20260522_224306,patient_09,filler_control,5,1,1,0,0.0
20260522_224306,patient_09,filler_control,10,1,1,0,0.0
20260522_224306,patient_09,filler_control,16,1,1,0,0.0
20260522_224306,patient_10,filler_control,1,1,1,0,0.0
20260522_224306,patient_10,filler_control,5,1,1,0,0.0
20260522_224306,patient_10,filler_control,10,1,1,0,0.0
20260522_224306,patient_10,filler_control,16,1,1,0,0.0
