run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161848,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:39.691202,1,200,2.6490703000017675,1,1,0,0,0,0,0,0.0
20260522_161848,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:42.719698,1,200,3.3088209999987157,1,1,0,0,0,0,0,0.0
20260522_161848,patient_09,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:46.057262,1,200,3.5000981999983196,1,1,0,0,0,0,0,0.0
20260522_161848,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:49.638406,1,200,3.33229250000295,1,1,0,0,0,0,0,0.0
20260522_161848,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:53.117031,1,200,3.614925100002438,1,1,0,0,0,0,0,0.0
20260522_161848,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:56.931041,1,200,2.935576799995033,1,1,0,0,0,0,0,0.0
20260522_161848,patient_10,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:20:59.909421,1,200,2.7329041000048164,1,1,0,0,0,0,0,0.0
20260522_161848,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:02.749830,1,200,2.7337501000001794,1,1,0,0,0,0,0,0.0
20260522_161848,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:05.664147,1,200,4.045625200000359,1,1,0,0,0,0,0,0.0
20260522_161848,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:09.965006,1,200,4.2241072000033455,1,1,0,0,0,0,0,0.0
20260522_161848,patient_11,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:14.258171,1,200,4.282972799999698,1,1,0,0,0,0,0,0.0
20260522_161848,patient_11,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:18.779695,1,200,6.985910600000352,1,1,0,0,0,0,0,0.0
20260522_161848,patient_11,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:26.024385,1,200,5.981968499996583,1,1,0,0,0,0,0,0.0
20260522_161848,patient_11,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:32.408634,1,200,5.700920600000245,1,1,0,0,0,0,0,0.0
20260522_161848,patient_12,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:38.174945,1,200,2.439968899998348,1,1,0,0,0,0,0,0.0
20260522_161848,patient_12,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:40.735297,1,200,4.525156600000628,1,1,0,0,0,0,0,0.0
20260522_161848,patient_12,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:45.451540,1,200,4.8711408999952255,1,1,0,0,0,0,0,0.0
20260522_161848,patient_12,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:50.739895,1,200,5.1210131000043475,1,1,0,0,0,0,0,0.0
20260522_161848,patient_13,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:55.928034,1,200,3.0928285000045435,1,1,0,0,0,0,0,0.0
20260522_161848,patient_13,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:21:59.130091,1,200,2.8487848000004306,1,1,0,0,0,0,0,0.0
20260522_161848,patient_13,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:02.249172,1,200,3.011247299997194,1,1,0,0,0,0,0,0.0
20260522_161848,patient_13,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:05.579788,1,200,2.8693103000041447,1,1,0,0,0,0,0,0.0
20260522_161848,patient_14,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:08.494768,1,200,1.9226307999997516,1,1,0,0,0,0,0,0.0
20260522_161848,patient_14,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:10.501097,1,200,1.8603297000008752,1,1,0,0,0,0,0,0.0
20260522_161848,patient_14,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:12.625106,1,200,1.7970256999979028,1,1,0,0,0,0,0,0.0
20260522_161848,patient_14,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:14.664339,1,200,1.9276727000033134,1,1,0,0,0,0,0,0.0
20260522_161848,patient_15,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:16.640029,1,200,2.6605149999959394,1,1,0,0,0,0,0,0.0
20260522_161848,patient_15,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:19.411171,1,200,4.599805700003344,1,1,0,0,0,0,0,0.0
20260522_161848,patient_15,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:24.197058,1,200,4.483668199995009,1,1,0,0,0,0,0,0.0
20260522_161848,patient_15,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:22:28.945469,1,200,3.7958010000002105,1,1,0,0,0,0,0,0.0
