model_key,model,condition,patient_id,repetition,run,timestamp,raw_valid_json,schema_match,repair_needed,structural_drift_score,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,1,2026-05-22T02:38:59.765153,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,2,2026-05-22T02:39:01.093046,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,2,2026-05-22T02:39:02.804013,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,3,2026-05-22T02:39:04.090710,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,2,3,2026-05-22T02:39:06.858244,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,1,2026-05-22T02:39:07.944162,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,1,2026-05-22T02:39:09.958462,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,2,2026-05-22T02:39:12.444336,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,2,2026-05-22T02:39:14.574181,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,3,2026-05-22T02:39:16.610965,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,5,3,2026-05-22T02:39:17.908173,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,1,2026-05-22T02:39:23.482531,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,2,2026-05-22T02:39:26.540043,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,1,2026-05-22T02:39:26.854624,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,3,2026-05-22T02:39:34.276076,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,10,3,2026-05-22T02:39:34.275560,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,1,2026-05-22T02:39:39.411223,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,1,2026-05-22T02:39:39.531571,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,2,2026-05-22T02:39:45.801893,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,2,2026-05-22T02:39:47.115737,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,3,2026-05-22T02:39:50.735431,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_02,16,3,2026-05-22T02:39:51.316322,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,1,2026-05-22T02:39:56.103277,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,1,2026-05-22T02:39:56.960604,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,2,2026-05-22T02:40:01.724594,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,2,2026-05-22T02:40:02.365712,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,3,2026-05-22T02:40:08.161529,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,2,3,2026-05-22T02:40:11.160540,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,1,2026-05-22T02:40:16.352498,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,1,2026-05-22T02:40:16.893920,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,2,2026-05-22T02:40:21.614553,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,2,2026-05-22T02:40:22.188604,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,3,2026-05-22T02:40:27.023616,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,5,3,2026-05-22T02:40:27.524768,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,1,2026-05-22T02:40:36.698809,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,1,2026-05-22T02:40:36.925738,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,2,2026-05-22T02:40:42.890015,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,2,2026-05-22T02:40:42.899517,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,10,3,2026-05-22T02:40:50.343243,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,1,2026-05-22T02:41:03.487776,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,2,2026-05-22T02:41:11.907781,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_03,16,3,2026-05-22T02:41:18.786542,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,1,2026-05-22T02:41:22.717502,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,2,2026-05-22T02:41:25.786412,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,2,3,2026-05-22T02:41:30.211146,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,1,2026-05-22T02:41:33.398714,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,2,2026-05-22T02:41:37.304759,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,5,3,2026-05-22T02:41:45.472501,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,1,2026-05-22T02:41:49.120492,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,2,2026-05-22T02:41:52.478096,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,10,3,2026-05-22T02:41:59.426603,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,1,2026-05-22T02:42:04.649044,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,2,2026-05-22T02:42:08.957374,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_04,16,3,2026-05-22T02:42:13.765276,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,1,2026-05-22T02:42:19.130315,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,2,2026-05-22T02:42:23.890546,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,2,3,2026-05-22T02:42:30.857140,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,1,2026-05-22T02:42:34.978690,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,2,2026-05-22T02:42:39.568355,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,5,3,2026-05-22T02:42:44.196506,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,1,2026-05-22T02:42:51.148275,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,2,2026-05-22T02:42:56.096947,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,10,3,2026-05-22T02:43:02.254195,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,1,2026-05-22T02:43:09.409057,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,2,2026-05-22T02:43:15.006608,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_05,16,3,2026-05-22T02:43:19.298291,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,1,2026-05-22T02:43:23.473914,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,2,2026-05-22T02:43:34.309540,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,2,3,2026-05-22T02:43:41.372655,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,1,2026-05-22T02:43:46.640964,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,2,2026-05-22T02:43:50.105641,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,5,3,2026-05-22T02:43:55.699538,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,1,2026-05-22T02:44:00.930480,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,2,2026-05-22T02:44:04.278651,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,2,2026-05-22T02:44:08.800498,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,3,2026-05-22T02:44:08.906585,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,3,2026-05-22T02:44:14.001801,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,1,2026-05-22T02:44:14.095896,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,1,2026-05-22T02:44:19.712069,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,2,2026-05-22T02:44:19.722421,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,3,2026-05-22T02:44:25.008297,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,3,2026-05-22T02:44:25.799972,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,1,2026-05-22T02:44:33.043968,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,1,2026-05-22T02:44:33.423671,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,2,2026-05-22T02:44:38.662424,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,2,2026-05-22T02:44:39.149687,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,3,2026-05-22T02:44:48.058062,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,3,2026-05-22T02:44:48.322879,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,1,2026-05-22T02:44:53.150949,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,1,2026-05-22T02:44:53.561878,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,2,2026-05-22T02:45:01.762933,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,2,2026-05-22T02:45:02.373494,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,3,2026-05-22T02:45:08.966826,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,3,2026-05-22T02:45:09.729756,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,1,2026-05-22T02:45:14.462360,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,1,2026-05-22T02:45:15.602615,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,2,2026-05-22T02:45:19.775846,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,2,2026-05-22T02:45:20.088524,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,3,2026-05-22T02:45:25.558956,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,3,2026-05-22T02:45:25.752462,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,1,2026-05-22T02:45:29.930927,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,1,2026-05-22T02:45:30.147363,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,2,2026-05-22T02:45:35.535835,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,2,2026-05-22T02:45:35.596103,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,3,2026-05-22T02:45:40.846764,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,3,2026-05-22T02:45:40.920765,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,1,2026-05-22T02:45:46.631345,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,1,2026-05-22T02:45:46.659267,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,2,2026-05-22T02:45:51.532638,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,2,2026-05-22T02:45:51.532096,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,3,2026-05-22T02:45:57.009909,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,3,2026-05-22T02:45:57.048012,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,1,2026-05-22T02:46:02.888155,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,1,2026-05-22T02:46:03.083951,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,2,2026-05-22T02:46:07.216934,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,2,2026-05-22T02:46:07.323530,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,3,2026-05-22T02:46:12.607015,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,3,2026-05-22T02:46:12.623608,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,1,2026-05-22T02:46:21.417963,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,2,2026-05-22T02:46:25.441789,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,3,2026-05-22T02:46:51.917735,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,1,2026-05-22T02:46:59.671104,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,2,2026-05-22T02:47:12.158483,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,3,2026-05-22T02:47:23.993345,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,1,2026-05-22T02:47:39.364379,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,2,2026-05-22T02:47:47.003618,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,3,2026-05-22T02:47:50.918976,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,1,2026-05-22T02:48:02.185553,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,2,2026-05-22T02:48:10.843580,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,3,2026-05-22T02:48:20.541368,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,1,2026-05-22T02:48:27.172285,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,2,2026-05-22T02:48:36.175914,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,3,2026-05-22T02:48:40.597050,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,1,2026-05-22T02:48:46.735836,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,2,2026-05-22T02:48:54.245582,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,3,2026-05-22T02:49:06.077206,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,1,2026-05-22T02:49:18.796036,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,2,2026-05-22T02:49:34.629552,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,3,2026-05-22T02:49:49.196184,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,1,2026-05-22T02:50:05.268857,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,2,2026-05-22T02:50:29.945058,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,3,2026-05-22T02:50:42.439180,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,1,2026-05-22T02:51:01.906034,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,2,2026-05-22T02:51:12.653947,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,3,2026-05-22T02:51:22.347305,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,1,2026-05-22T02:51:30.814307,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,2,2026-05-22T02:51:38.530532,1,1,0,0.0,0,0,0,0
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,3,2026-05-22T02:51:46.813119,1,1,0,0.0,0,0,0,0
