run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,micro_precision,micro_recall,micro_f1,omission_count,hallucination_count,drift_vs_1x,drift_vs_gold,drift_score,extracted_entities_n
20260520_235546,patient_01,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:55:47.044778,1,200,9.2394618000003,0.375,0.3333333333333333,0.35294117647058826,6,5,0.0,0.7857142857142857,0.39285714285714285,8
20260520_235546,patient_01,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:55:56.298592,1,200,10.741874999999709,0.375,0.3333333333333333,0.35294117647058826,6,5,0.0,0.7857142857142857,0.39285714285714285,8
20260520_235546,patient_01,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:07.052179,1,200,10.9957930999999,0.375,0.3333333333333333,0.35294117647058826,6,5,0.0,0.7857142857142857,0.39285714285714285,8
20260520_235546,patient_01,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:18.131622,1,200,7.110194400000182,0.42857142857142855,0.3333333333333333,0.375,6,4,1.0,0.7692307692307692,0.8846153846153846,7
20260520_235546,patient_01,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:25.253817,1,200,7.571528999999828,0.42857142857142855,0.3333333333333333,0.375,6,4,1.0,0.7692307692307692,0.8846153846153846,7
20260520_235546,patient_01,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:32.839760,1,200,6.715270300000157,0.42857142857142855,0.3333333333333333,0.375,6,4,1.0,0.7692307692307692,0.8846153846153846,7
20260520_235546,patient_01,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:39.671999,1,200,11.743119300000217,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:56:51.428818,1,200,13.417741899999783,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:57:04.858479,1,200,15.51934300000039,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:57:20.847802,1,200,9.80420120000008,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:57:30.667091,1,200,11.981200600000193,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:57:42.664285,1,200,10.084652200000164,0.2857142857142857,0.2222222222222222,0.25,7,5,0.33333333333333337,0.8571428571428572,0.5952380952380953,7
20260520_235546,patient_01,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:57:53.125445,1,200,15.148759000000155,0.14285714285714285,0.1111111111111111,0.125,8,6,0.5,0.9333333333333333,0.7166666666666667,7
20260520_235546,patient_01,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-20T23:58:08.294502,1,200,114.14664399999992,0.14285714285714285,0.1111111111111111,0.125,8,6,0.5,0.9333333333333333,0.7166666666666667,7
20260520_235546,patient_01,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:02.457480,1,200,15.281713500000023,0.14285714285714285,0.1111111111111111,0.125,8,6,0.5,0.9333333333333333,0.7166666666666667,7
20260520_235546,patient_01,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:18.752776,1,200,14.963871299999937,0.14285714285714285,0.1111111111111111,0.125,8,6,0.75,0.9333333333333333,0.8416666666666667,7
20260520_235546,patient_01,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:33.730997,1,200,13.087490100000196,0.14285714285714285,0.1111111111111111,0.125,8,6,1.0,0.9333333333333333,0.9666666666666667,7
20260520_235546,patient_01,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:46.834546,1,200,15.014730199999576,0.14285714285714285,0.1111111111111111,0.125,8,6,0.75,0.9333333333333333,0.8416666666666667,7
20260520_235546,patient_02,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:01.904897,1,200,7.4314251999999215,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,0.0,0.4444444444444444,0.2222222222222222,7
20260520_235546,patient_02,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:09.352141,1,200,7.002633600000081,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,0.0,0.4444444444444444,0.2222222222222222,7
20260520_235546,patient_02,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:16.366981,1,200,6.503496399999676,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,0.0,0.4444444444444444,0.2222222222222222,7
20260520_235546,patient_02,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:22.935493,1,200,7.607984400000078,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,0.0,0.4444444444444444,0.2222222222222222,7
20260520_235546,patient_02,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:30.564448,1,200,7.203500000000076,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,0.0,0.4444444444444444,0.2222222222222222,7
