run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score,extracted_entities_n
20260520_235546,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:39.152139,1,200,4.684449900000345,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:43.854188,1,200,4.684377600000062,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:48.551546,1,200,4.284534799999619,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:53.648287,1,200,5.855593399999634,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:59.515946,1,200,5.736051899999893,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:05.267640,1,200,8.695164199999908,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:14.350104,1,200,15.67403719999993,0,0,1,0,5,1,0,5.0,0
20260520_235546,patient_08,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:30.044531,1,200,8.058677199999693,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:38.117208,1,200,7.984554799999842,1,1,0,0,0,0,0,0.0,8
20260520_235546,patient_08,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:46.837414,1,200,8.76417820000006,1,1,0,0,0,0,0,0.0,8
