repetition,n,f1_mean,f1_std,omission_mean,omission_std,halluc_mean,halluc_std,raw_json_valid_rate,sds_mean,sds_std,repair_rate,f1_ci_low,f1_ci_high,omission_ci_low,omission_ci_high,halluc_ci_low,halluc_ci_high,sds_ci_low,sds_ci_high,output_variance_mean
1,30,0.49352007469654524,0.14527657306332545,3.8333333333333335,1.5774998406105902,3.533333333333333,1.2521246311585854,1.0,0.0,0.0,0.0,0.44153352068257584,0.5455066287105147,3.2688322651866937,4.397834401479973,3.0852662885416495,3.981400378125017,0.0,0.0,0.0523782800878924
2,30,0.5223926237161531,0.12038245090163868,3.7,1.643167672515499,3.3,1.2077336998093466,1.0,0.0,0.0,0.0,0.4793143169102505,0.5654709305220558,3.112,4.288,2.8678180459814286,3.732181954018571,0.0,0.0,0.010475656017578482
5,30,0.5098926237161531,0.14056512392464734,3.8,1.8080280742403805,3.4,1.3025174563659143,1.0,0.0,0.0,0.0,0.4595920401237546,0.5601932073085515,3.1530054629021333,4.446994537097867,2.93390011430137,3.8660998856986297,0.0,0.0,0.0
10,30,0.5098926237161531,0.14056512392464734,3.8,1.8080280742403805,3.4,1.3025174563659143,1.0,0.0,0.0,0.0,0.4595920401237546,0.5601932073085515,3.1530054629021333,4.446994537097867,2.93390011430137,3.8660998856986297,0.0,0.0,0.0
16,30,0.4817063492063492,0.19022710622055644,4.033333333333333,2.204749314600162,3.3666666666666667,1.5862193902556443,0.9666666666666667,0.16666666666666666,0.9128709291752769,0.03333333333333333,0.4136344534840749,0.5497782449286235,3.2443739236096323,4.822292743057035,2.7990453477525303,3.934287985580803,-0.16000000000000006,0.4933333333333334,0.03666479606152469
32,30,0.2538387919270272,0.13255997678983564,5.466666666666667,1.547708725455334,5.066666666666666,1.2576204496597132,1.0,0.0,0.0,0.0,0.20640281344705974,0.30127477040699463,4.912826212165422,6.0205071211679115,4.616632968481835,5.516700364851498,0.0,0.0,0.020203050891044218
