run_id,patient_id,repetition,run,model,timestamp,pdf_pages,character_count,estimated_tokens,repetition_factor,mode
20260520_235546,patient_01,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:18.752776,9,23360,5840,32,constant_length_control
20260520_235546,patient_01,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:33.730997,9,23360,5840,32,constant_length_control
20260520_235546,patient_01,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:00:46.834546,9,23360,5840,32,constant_length_control
20260520_235546,patient_02,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:01.904897,1,541,136,1,constant_length_control
20260520_235546,patient_02,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:09.352141,1,541,136,1,constant_length_control
20260520_235546,patient_02,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:16.366981,1,541,136,1,constant_length_control
20260520_235546,patient_02,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:22.935493,1,1116,279,2,constant_length_control
20260520_235546,patient_02,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:30.564448,1,1116,279,2,constant_length_control
20260520_235546,patient_02,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:37.789631,1,1116,279,2,constant_length_control
20260520_235546,patient_02,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:44.818754,2,2772,693,5,constant_length_control
20260520_235546,patient_02,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:51.078138,2,2772,693,5,constant_length_control
20260520_235546,patient_02,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:01:56.029681,2,2772,693,5,constant_length_control
20260520_235546,patient_02,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:00.650568,3,5491,1373,10,constant_length_control
20260520_235546,patient_02,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:04.595142,3,5491,1373,10,constant_length_control
20260520_235546,patient_02,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:09.158616,3,5491,1373,10,constant_length_control
20260520_235546,patient_02,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:13.824497,4,8793,2199,16,constant_length_control
20260520_235546,patient_02,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:18.072526,4,8793,2199,16,constant_length_control
20260520_235546,patient_02,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:02:21.926195,4,8793,2199,16,constant_length_control
20260520_235546,patient_02,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:03:29.945821,7,17561,4391,32,constant_length_control
20260520_235546,patient_02,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:03:42.291563,7,17561,4391,32,constant_length_control
20260520_235546,patient_02,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:03:59.999035,7,17561,4391,32,constant_length_control
20260520_235546,patient_03,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:09.688409,1,578,145,1,constant_length_control
20260520_235546,patient_03,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:16.150240,1,578,145,1,constant_length_control
20260520_235546,patient_03,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:23.839923,1,578,145,1,constant_length_control
20260520_235546,patient_03,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:27.960616,1,1172,293,2,constant_length_control
20260520_235546,patient_03,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:32.097853,1,1172,293,2,constant_length_control
20260520_235546,patient_03,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:36.531287,1,1172,293,2,constant_length_control
20260520_235546,patient_03,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:40.504939,2,2991,748,5,constant_length_control
20260520_235546,patient_03,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:44.613639,2,2991,748,5,constant_length_control
20260520_235546,patient_03,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:48.806221,2,2991,748,5,constant_length_control
20260520_235546,patient_03,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:53.675049,3,5882,1471,10,constant_length_control
20260520_235546,patient_03,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:04:57.491059,3,5882,1471,10,constant_length_control
20260520_235546,patient_03,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:00.949246,3,5882,1471,10,constant_length_control
20260520_235546,patient_03,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:06.841626,4,9352,2338,16,constant_length_control
20260520_235546,patient_03,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:11.626401,4,9352,2338,16,constant_length_control
20260520_235546,patient_03,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:15.740246,4,9352,2338,16,constant_length_control
20260520_235546,patient_03,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:20.847276,7,18620,4655,32,constant_length_control
20260520_235546,patient_03,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:27.918575,7,18620,4655,32,constant_length_control
20260520_235546,patient_03,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:35.680983,7,18620,4655,32,constant_length_control
20260520_235546,patient_04,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:51.494139,1,391,98,1,constant_length_control
20260520_235546,patient_04,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:54.677349,1,391,98,1,constant_length_control
20260520_235546,patient_04,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:05:57.938896,1,391,98,1,constant_length_control
20260520_235546,patient_04,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:00.596375,1,872,218,2,constant_length_control
20260520_235546,patient_04,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:03.810913,1,872,218,2,constant_length_control
20260520_235546,patient_04,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:07.072063,1,872,218,2,constant_length_control
20260520_235546,patient_04,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:10.370523,1,2044,511,5,constant_length_control
20260520_235546,patient_04,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:13.493405,1,2044,511,5,constant_length_control
20260520_235546,patient_04,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:17.116767,1,2044,511,5,constant_length_control
20260520_235546,patient_04,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:21.855020,2,3977,995,10,constant_length_control
20260520_235546,patient_04,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:25.867918,2,3977,995,10,constant_length_control
20260520_235546,patient_04,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:29.774288,2,3977,995,10,constant_length_control
20260520_235546,patient_04,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:34.751765,3,6413,1604,16,constant_length_control
20260520_235546,patient_04,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:38.509522,3,6413,1604,16,constant_length_control
20260520_235546,patient_04,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:42.170043,3,6413,1604,16,constant_length_control
20260520_235546,patient_04,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:46.714792,5,12714,3179,32,constant_length_control
20260520_235546,patient_04,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:52.512574,5,12714,3179,32,constant_length_control
20260520_235546,patient_04,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:55.874346,5,12714,3179,32,constant_length_control
20260520_235546,patient_05,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:06:59.872713,1,500,125,1,constant_length_control
20260520_235546,patient_05,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:03.527858,1,500,125,1,constant_length_control
20260520_235546,patient_05,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:07.258607,1,500,125,1,constant_length_control
20260520_235546,patient_05,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:10.783979,1,1067,267,2,constant_length_control
20260520_235546,patient_05,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:14.017176,1,1067,267,2,constant_length_control
20260520_235546,patient_05,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:18.266810,1,1067,267,2,constant_length_control
20260520_235546,patient_05,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:21.974139,2,2541,636,5,constant_length_control
20260520_235546,patient_05,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:27.795777,2,2541,636,5,constant_length_control
20260520_235546,patient_05,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:32.060201,2,2541,636,5,constant_length_control
20260520_235546,patient_05,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:36.837552,3,5050,1263,10,constant_length_control
20260520_235546,patient_05,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:41.559318,3,5050,1263,10,constant_length_control
20260520_235546,patient_05,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:45.896114,3,5050,1263,10,constant_length_control
20260520_235546,patient_05,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:50.675362,4,8114,2029,16,constant_length_control
20260520_235546,patient_05,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:53.813173,4,8114,2029,16,constant_length_control
20260520_235546,patient_05,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:07:57.727901,4,8114,2029,16,constant_length_control
20260520_235546,patient_05,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:03.904393,7,16228,4057,32,constant_length_control
20260520_235546,patient_05,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:11.987575,7,16228,4057,32,constant_length_control
20260520_235546,patient_05,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:20.166321,7,16228,4057,32,constant_length_control
20260520_235546,patient_06,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:28.060729,1,387,97,1,constant_length_control
20260520_235546,patient_06,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:33.159189,1,387,97,1,constant_length_control
20260520_235546,patient_06,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:38.617322,1,387,97,1,constant_length_control
20260520_235546,patient_06,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:43.169995,1,865,217,2,constant_length_control
20260520_235546,patient_06,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:48.223355,1,865,217,2,constant_length_control
20260520_235546,patient_06,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:52.943293,1,865,217,2,constant_length_control
20260520_235546,patient_06,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:08:57.369351,1,1953,489,5,constant_length_control
20260520_235546,patient_06,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:02.923013,1,1953,489,5,constant_length_control
20260520_235546,patient_06,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:08.808444,1,1953,489,5,constant_length_control
20260520_235546,patient_06,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:15.232687,2,3931,983,10,constant_length_control
20260520_235546,patient_06,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:20.287118,2,3931,983,10,constant_length_control
20260520_235546,patient_06,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:26.855840,2,3931,983,10,constant_length_control
20260520_235546,patient_06,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:31.695062,3,6278,1570,16,constant_length_control
20260520_235546,patient_06,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:43.819636,3,6278,1570,16,constant_length_control
20260520_235546,patient_06,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:48.839943,3,6278,1570,16,constant_length_control
20260520_235546,patient_06,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:09:53.590479,5,12595,3149,32,constant_length_control
20260520_235546,patient_06,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:01.455193,5,12595,3149,32,constant_length_control
20260520_235546,patient_06,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:09.683302,5,12595,3149,32,constant_length_control
20260520_235546,patient_07,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:17.566775,1,434,109,1,constant_length_control
20260520_235546,patient_07,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:22.292848,1,434,109,1,constant_length_control
20260520_235546,patient_07,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:26.588536,1,434,109,1,constant_length_control
20260520_235546,patient_07,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:30.753455,1,915,229,2,constant_length_control
20260520_235546,patient_07,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:34.954147,1,915,229,2,constant_length_control
20260520_235546,patient_07,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:39.192053,1,915,229,2,constant_length_control
20260520_235546,patient_07,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:10:44.594191,2,2269,568,5,constant_length_control
20260520_235546,patient_07,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:04.257085,2,2269,568,5,constant_length_control
20260520_235546,patient_07,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:09.549205,2,2269,568,5,constant_length_control
20260520_235546,patient_07,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:14.772048,2,4392,1098,10,constant_length_control
20260520_235546,patient_07,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:20.074971,2,4392,1098,10,constant_length_control
20260520_235546,patient_07,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:25.709895,2,4392,1098,10,constant_length_control
20260520_235546,patient_07,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:31.658441,3,7012,1753,16,constant_length_control
20260520_235546,patient_07,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:36.988960,3,7012,1753,16,constant_length_control
20260520_235546,patient_07,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:41.833146,3,7012,1753,16,constant_length_control
20260520_235546,patient_07,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:45.670610,6,14006,3502,32,constant_length_control
20260520_235546,patient_07,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:49.681575,6,14006,3502,32,constant_length_control
20260520_235546,patient_07,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:56.005957,6,14006,3502,32,constant_length_control
20260520_235546,patient_08,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:11:59.666466,1,544,136,1,constant_length_control
20260520_235546,patient_08,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:06.485632,1,544,136,1,constant_length_control
20260520_235546,patient_08,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:12.841579,1,544,136,1,constant_length_control
20260520_235546,patient_08,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:19.465080,1,1119,280,2,constant_length_control
20260520_235546,patient_08,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:26.339970,1,1119,280,2,constant_length_control
20260520_235546,patient_08,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:32.636834,1,1119,280,2,constant_length_control
20260520_235546,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:39.152139,2,2777,695,5,constant_length_control
20260520_235546,patient_08,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:43.854188,2,2777,695,5,constant_length_control
20260520_235546,patient_08,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:48.551546,2,2777,695,5,constant_length_control
20260520_235546,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:53.648287,3,5490,1373,10,constant_length_control
20260520_235546,patient_08,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:12:59.515946,3,5490,1373,10,constant_length_control
20260520_235546,patient_08,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:05.267640,3,5490,1373,10,constant_length_control
20260520_235546,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:14.350104,4,8851,2213,16,constant_length_control
20260520_235546,patient_08,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:30.044531,4,8851,2213,16,constant_length_control
20260520_235546,patient_08,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:38.117208,4,8851,2213,16,constant_length_control
20260520_235546,patient_08,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:46.837414,7,17578,4395,32,constant_length_control
20260520_235546,patient_08,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:13:55.621960,7,17578,4395,32,constant_length_control
20260520_235546,patient_08,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:04.632488,7,17578,4395,32,constant_length_control
20260520_235546,patient_09,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:16.909363,1,366,92,1,constant_length_control
20260520_235546,patient_09,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:25.492073,1,366,92,1,constant_length_control
20260520_235546,patient_09,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:31.136588,1,366,92,1,constant_length_control
20260520_235546,patient_09,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:45.869744,1,753,189,2,constant_length_control
20260520_235546,patient_09,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:14:51.242879,1,753,189,2,constant_length_control
20260520_235546,patient_09,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:00.910001,1,753,189,2,constant_length_control
20260520_235546,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:05.735497,1,1901,476,5,constant_length_control
20260520_235546,patient_09,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:11.967088,1,1901,476,5,constant_length_control
20260520_235546,patient_09,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:15.949539,1,1901,476,5,constant_length_control
20260520_235546,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:20.521066,2,3739,935,10,constant_length_control
20260520_235546,patient_09,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:24.500131,2,3739,935,10,constant_length_control
20260520_235546,patient_09,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:28.831612,2,3739,935,10,constant_length_control
20260520_235546,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:34.002768,3,5979,1495,16,constant_length_control
20260520_235546,patient_09,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:44.606335,3,5979,1495,16,constant_length_control
20260520_235546,patient_09,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:50.825601,3,5979,1495,16,constant_length_control
20260520_235546,patient_09,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:15:57.156031,5,11889,2973,32,constant_length_control
20260520_235546,patient_09,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:10.729541,5,11889,2973,32,constant_length_control
20260520_235546,patient_09,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:25.808188,5,11889,2973,32,constant_length_control
20260520_235546,patient_10,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:37.718067,1,498,125,1,constant_length_control
20260520_235546,patient_10,1,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:42.943993,1,498,125,1,constant_length_control
20260520_235546,patient_10,1,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:48.389459,1,498,125,1,constant_length_control
20260520_235546,patient_10,2,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:53.196558,1,1071,268,2,constant_length_control
20260520_235546,patient_10,2,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:16:58.425048,1,1071,268,2,constant_length_control
20260520_235546,patient_10,2,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:06.048154,1,1071,268,2,constant_length_control
20260520_235546,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:12.802965,2,2541,636,5,constant_length_control
20260520_235546,patient_10,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:17.753233,2,2541,636,5,constant_length_control
20260520_235546,patient_10,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:22.357692,2,2541,636,5,constant_length_control
20260520_235546,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:31.912750,3,5080,1270,10,constant_length_control
20260520_235546,patient_10,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:38.360918,3,5080,1270,10,constant_length_control
20260520_235546,patient_10,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:43.157880,3,5080,1270,10,constant_length_control
20260520_235546,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:17:48.384909,4,8117,2030,16,constant_length_control
20260520_235546,patient_10,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:03.327491,4,8117,2030,16,constant_length_control
20260520_235546,patient_10,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:08.465255,4,8117,2030,16,constant_length_control
20260520_235546,patient_10,32,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:13.703996,7,16089,4023,32,constant_length_control
20260520_235546,patient_10,32,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:21.349482,7,16089,4023,32,constant_length_control
20260520_235546,patient_10,32,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-21T00:18:28.818988,7,16089,4023,32,constant_length_control
