repetition,n,micro_f1_strict_mean,micro_f1_strict_std,micro_f1_soft_mean,micro_f1_soft_std
1,30,0.4935200746965453,0.14527657306332545,0.4935200746965453,0.14527657306332545
2,30,0.5223926237161531,0.12038245090163867,0.5263141923436041,0.12055279307656937
5,30,0.5098926237161531,0.14056512392464734,0.5216573295985061,0.14174090445657445
10,30,0.5098926237161531,0.14056512392464734,0.5216573295985061,0.14174090445657445
16,30,0.4817063492063492,0.19022710622055644,0.4895494864612511,0.19208550265031313
32,30,0.25383879192702724,0.13255997678983564,0.25383879192702724,0.13255997678983564
