repetition,mean_dre,dre_ci_low,dre_ci_high,sign_n,sign_n_pos,sign_n_neg,sign_n_zero
5,0.1863781512605042,0.14404285714285714,0.2300909138655462,100,48,0,52
10,0.17375420168067224,0.1325761204481793,0.2174584733893557,100,53,6,41
16,0.17357796451914095,0.13245264939309054,0.21604904295051344,100,55,9,36
