repetition,F1_drop_redundancy,F1_drop_control,DRE
1,0.0,0.0,0.0
2,0.04161764705882354,-0.02887254901960795,0.07049019607843149
5,0.17405462184873954,-0.016372549019607885,0.19042717086834743
10,0.18800420168067233,-0.016372549019607885,0.20437675070028022
16,0.2070518207282913,0.011813725490195992,0.19523809523809532
32,0.24038515406162464,0.239681282769518,0.0007038712921066392
