patient_id,repetition,F1_Nx,F1_1x,RSS
patient_34,1,0.6666666666666666,0.6666666666666666,0.0
patient_34,5,0.6666666666666666,0.6666666666666666,0.0
patient_34,10,0.6666666666666666,0.6666666666666666,0.0
patient_34,16,0.6666666666666666,0.6666666666666666,0.0
patient_35,1,0.3529411764705882,0.3529411764705882,0.0
patient_35,5,0.0,0.3529411764705882,0.3529411764705882
patient_35,10,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_35,16,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_36,1,0.6,0.6,0.0
patient_36,5,0.2,0.6,0.39999999999999997
patient_36,10,0.2,0.6,0.39999999999999997
patient_36,16,0.2,0.6,0.39999999999999997
patient_37,1,0.5714285714285714,0.5714285714285714,0.0
patient_37,5,0.5714285714285714,0.5714285714285714,0.0
patient_37,10,0.5714285714285714,0.5714285714285714,0.0
patient_37,16,0.2857142857142857,0.5714285714285714,0.2857142857142857
patient_38,1,0.4705882352941176,0.4705882352941176,0.0
patient_38,5,0.4705882352941176,0.4705882352941176,0.0
patient_38,10,0.4705882352941176,0.4705882352941176,0.0
patient_38,16,0.4705882352941176,0.4705882352941176,0.0
patient_39,1,0.2,0.2,0.0
patient_39,5,0.2,0.2,0.0
patient_39,10,0.2,0.2,0.0
patient_39,16,0.2,0.2,0.0
patient_40,1,0.4285714285714285,0.4285714285714285,0.0
patient_40,5,0.4285714285714285,0.4285714285714285,0.0
patient_40,10,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_40,16,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_41,1,0.3529411764705882,0.3529411764705882,0.0
patient_41,5,0.125,0.3529411764705882,0.2279411764705882
patient_41,10,0.125,0.3529411764705882,0.2279411764705882
patient_41,16,0.125,0.3529411764705882,0.2279411764705882
patient_42,1,0.7142857142857143,0.7142857142857143,0.0
patient_42,5,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_42,10,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_42,16,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_43,1,0.4444444444444444,0.4444444444444444,0.0
patient_43,5,0.4444444444444444,0.4444444444444444,0.0
patient_43,10,0.4444444444444444,0.4444444444444444,0.0
patient_43,16,0.4444444444444444,0.4444444444444444,0.0
patient_44,1,0.6666666666666666,0.6666666666666666,0.0
patient_44,5,0.6666666666666666,0.6666666666666666,0.0
patient_44,10,0.6666666666666666,0.6666666666666666,0.0
patient_44,16,0.6666666666666666,0.6666666666666666,0.0
patient_45,1,0.3529411764705882,0.3529411764705882,0.0
patient_45,5,0.0,0.3529411764705882,0.3529411764705882
patient_45,10,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_45,16,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_46,1,0.6,0.6,0.0
patient_46,5,0.2,0.6,0.39999999999999997
patient_46,10,0.2,0.6,0.39999999999999997
patient_46,16,0.2,0.6,0.39999999999999997
patient_47,1,0.5714285714285714,0.5714285714285714,0.0
patient_47,5,0.5714285714285714,0.5714285714285714,0.0
patient_47,10,0.2857142857142857,0.5714285714285714,0.2857142857142857
patient_47,16,0.2857142857142857,0.5714285714285714,0.2857142857142857
patient_48,1,0.4705882352941176,0.4705882352941176,0.0
patient_48,5,0.4705882352941176,0.4705882352941176,0.0
patient_48,10,0.4705882352941176,0.4705882352941176,0.0
patient_48,16,0.4705882352941176,0.4705882352941176,0.0
patient_49,1,0.2,0.2,0.0
patient_49,5,0.2,0.2,0.0
patient_49,10,0.2,0.2,0.0
patient_49,16,0.2,0.2,0.0
patient_50,1,0.4285714285714285,0.4285714285714285,0.0
patient_50,5,0.4285714285714285,0.4285714285714285,0.0
patient_50,10,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_50,16,0.2666666666666666,0.4285714285714285,0.16190476190476188
patient_51,1,0.2352941176470588,0.2352941176470588,0.0
patient_51,5,0.125,0.2352941176470588,0.11029411764705879
patient_51,10,0.125,0.2352941176470588,0.11029411764705879
patient_51,16,0.125,0.2352941176470588,0.11029411764705879
patient_52,1,0.7142857142857143,0.7142857142857143,0.0
patient_52,5,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_52,10,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_52,16,0.1428571428571428,0.7142857142857143,0.5714285714285715
patient_53,1,0.4444444444444444,0.4444444444444444,0.0
patient_53,5,0.4444444444444444,0.4444444444444444,0.0
patient_53,10,0.4444444444444444,0.4444444444444444,0.0
patient_53,16,0.4444444444444444,0.4444444444444444,0.0
patient_54,1,0.6666666666666666,0.6666666666666666,0.0
patient_54,5,0.6666666666666666,0.6666666666666666,0.0
patient_54,10,0.6666666666666666,0.6666666666666666,0.0
patient_54,16,0.6666666666666666,0.6666666666666666,0.0
patient_55,1,0.3529411764705882,0.3529411764705882,0.0
patient_55,5,0.0,0.3529411764705882,0.3529411764705882
patient_55,10,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_55,16,0.1176470588235294,0.3529411764705882,0.23529411764705882
patient_56,1,0.6,0.6,0.0
patient_56,5,0.2,0.6,0.39999999999999997
patient_56,10,0.2,0.6,0.39999999999999997
patient_56,16,0.2,0.6,0.39999999999999997
patient_57,1,0.5714285714285714,0.5714285714285714,0.0
patient_57,5,0.5714285714285714,0.5714285714285714,0.0
patient_57,10,0.5714285714285714,0.5714285714285714,0.0
