repetition,F1_drop_exact,F1_drop_shuffled,F1_drop_filler,DRE_exact_vs_filler,DRE_shuffled_vs_filler,Exact_minus_Shuffled
5,0.0,0.0,0.0,0.0,0.0,0.0
10,0.01394957983193279,0.058648459383753515,0.0,0.01394957983193279,0.058648459383753515,-0.044698879551820725
16,0.03299719887955177,0.09523809523809529,0.028186274509803877,0.004810924369747893,0.06705182072829141,-0.06224089635854352
