repetition,F1_drop_paraphrase,F1_drop_control,DRE
1,0.0,0.0,0.0
5,0.21320728291316532,-0.029705882352941138,0.24291316526610646
10,0.27496552467140706,-0.029705882352941138,0.3046714070243482
16,0.23231667025784675,0.0742787114845938,0.15803795877325294
