run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,micro_precision,micro_recall,micro_f1,omission_count,hallucination_count,extracted_entities_n,drift_vs_1x,drift_vs_gold,drift_score
20260522_155750,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:27,1,200,2.587405199999921,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.0,0.6923076923076923,0.34615384615384615
20260522_155750,patient_08,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:30,1,200,2.341696800001955,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.0,0.6923076923076923,0.34615384615384615
20260522_155750,patient_08,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:32,1,200,3.003627799997048,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.0,0.6923076923076923,0.34615384615384615
20260522_155750,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:35,1,200,3.4489037999956054,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.2222222222222222,0.6923076923076923,0.45726495726495725
20260522_155750,patient_08,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:39,1,200,3.018051800005196,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.0,0.6923076923076923,0.34615384615384615
20260522_155750,patient_08,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:42,1,200,3.276736700005131,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.2222222222222222,0.6923076923076923,0.45726495726495725
20260522_155750,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:45,1,200,3.4785074000028544,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.2222222222222222,0.6923076923076923,0.45726495726495725
20260522_155750,patient_08,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:49,1,200,2.8099302999980864,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.2222222222222222,0.6923076923076923,0.45726495726495725
20260522_155750,patient_08,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:52,1,200,2.4832151000009617,0.5,0.4444444444444444,0.4705882352941176,5,4,8,0.2222222222222222,0.6923076923076923,0.45726495726495725
20260522_155750,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:55,1,200,3.0941516000020783,0.2,0.2,0.2,4,4,5,0.0,0.8888888888888888,0.4444444444444444
20260522_155750,patient_09,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:58,1,200,3.486557399999583,0.2,0.2,0.2,4,4,5,0.0,0.8888888888888888,0.4444444444444444
20260522_155750,patient_09,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:01,1,200,3.248372499998368,0.2,0.2,0.2,4,4,5,0.0,0.8888888888888888,0.4444444444444444
20260522_155750,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:05,1,200,4.132450300006894,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_09,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:09,1,200,5.18861779999861,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_09,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:14,1,200,3.767773700004909,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:18,1,200,3.16646110000147,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_09,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:21,1,200,3.08043760000146,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_09,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:24,1,200,3.460259800005588,0.2,0.2,0.2,4,4,5,0.8888888888888888,0.8888888888888888,0.8888888888888888
20260522_155750,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:28,1,200,2.994503599999007,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:31,1,200,3.204767499999434,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:34,1,200,2.815547099999094,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:37,1,200,2.9221987999990238,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:40,1,200,3.058579900003678,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:43,1,200,2.984118300002592,0.4285714285714285,0.4285714285714285,0.4285714285714285,4,4,7,0.0,0.7272727272727273,0.36363636363636365
20260522_155750,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:47,1,200,4.234320800002024,0.25,0.2857142857142857,0.2666666666666666,5,6,8,0.5,0.8461538461538461,0.6730769230769231
20260522_155750,patient_10,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:51,1,200,4.29730639999616,0.25,0.2857142857142857,0.2666666666666666,5,6,8,0.5,0.8461538461538461,0.6730769230769231
20260522_155750,patient_10,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:55,1,200,4.346901199998683,0.25,0.2857142857142857,0.2666666666666666,5,6,8,0.5,0.8461538461538461,0.6730769230769231
