run_id,patient_id,repetition,run,model,timestamp,raw_valid_json,repair_needed,structural_drift_score,schema_match,drift_score
20260522_155750,patient_07,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:07,1,0,0.0,1,0.36363636363636365
20260522_155750,patient_07,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:10,1,0,0.0,1,0.3
20260522_155750,patient_07,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:13,1,0,0.0,1,0.4166666666666667
20260522_155750,patient_07,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:18,1,0,0.0,1,0.4166666666666667
20260522_155750,patient_07,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:23,1,0,0.0,1,0.4166666666666667
20260522_155750,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:27,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:30,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:32,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:35,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:39,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:42,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:45,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:49,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_08,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:52,1,0,0.0,1,0.34615384615384615
20260522_155750,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:55,1,0,0.0,1,0.4444444444444444
20260522_155750,patient_09,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:58,1,0,0.0,1,0.4444444444444444
