run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,micro_precision,micro_recall,micro_f1,omission_count,hallucination_count,extracted_entities_n
20260522_155750,patient_01,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:57:50,1,200,4.768609999999171,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_155750,patient_01,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:57:55,1,200,3.974125799999456,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_155750,patient_01,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:57:59,1,200,3.876397799998813,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_155750,patient_01,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:03,1,200,7.073330900006113,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_155750,patient_01,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:10,1,200,5.942766699998174,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_155750,patient_01,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:16,1,200,5.962990299994999,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_155750,patient_01,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:23,1,200,4.165854499995476,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_155750,patient_01,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:27,1,200,4.868149499998253,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_155750,patient_01,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:32,1,200,4.169397699995898,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_155750,patient_02,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:36,1,200,2.6481128000013996,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:39,1,200,2.1731451000014204,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:41,1,200,2.1288447999977507,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:43,1,200,2.3722467999978107,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:46,1,200,2.448303600001964,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:48,1,200,2.4766892999978154,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_155750,patient_02,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:51,1,200,4.511105799996585,0.14285714285714285,0.14285714285714285,0.14285714285714285,6,6,7
20260522_155750,patient_02,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:58:56,1,200,4.023572199999762,0.14285714285714285,0.14285714285714285,0.14285714285714285,6,6,7
20260522_155750,patient_02,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:00,1,200,4.8118326000039815,0.14285714285714285,0.14285714285714285,0.14285714285714285,6,6,7
20260522_155750,patient_03,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:05,1,200,3.285288399994897,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_03,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:08,1,200,2.795417400004226,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_03,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:11,1,200,2.7446369000026607,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_03,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:14,1,200,5.072949500005052,0.2222222222222222,0.2222222222222222,0.2222222222222222,7,7,9
20260522_155750,patient_03,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:19,1,200,3.7712606999994023,0.2222222222222222,0.2222222222222222,0.2222222222222222,7,7,9
20260522_155750,patient_03,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:23,1,200,3.961311500002921,0.2222222222222222,0.2222222222222222,0.2222222222222222,7,7,9
20260522_155750,patient_03,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:27,1,200,2.6987131999994745,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_03,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:30,1,200,2.7081443999995827,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_03,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:33,1,200,3.1108767000041553,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_155750,patient_04,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:36,1,200,1.6297663000004832,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,6
