run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,micro_precision,micro_recall,micro_f1,omission_count,hallucination_count,extracted_entities_n
20260522_155750,patient_04,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:38,1,200,2.2136107999976957,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,6
20260522_155750,patient_04,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:40,1,200,1.5507636999973329,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,6
20260522_155750,patient_04,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:42,1,200,2.8318177000037394,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_04,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:45,1,200,3.3079481000022497,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_04,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:48,1,200,3.889603299998271,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_04,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:52,1,200,2.8040789000006043,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_04,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:55,1,200,2.5322834000035073,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_04,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:59:58,1,200,1.9921276999957627,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_155750,patient_05,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:00,1,200,2.61217050000414,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:02,1,200,3.2992796000035014,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:06,1,200,2.594427399999404,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:09,1,200,3.0204815000033705,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:12,1,200,3.0743994000004022,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:15,1,200,2.5547251000025426,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:18,1,200,4.158685499998683,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:22,1,200,2.7975531999982195,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_05,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:25,1,200,2.6207632000005106,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_155750,patient_06,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:27,1,200,2.969381099996099,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:30,1,200,3.4053870999996434,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:34,1,200,3.2517071000038413,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:37,1,200,2.4899188999988837,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:40,1,200,2.8295231999945827,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:43,1,200,3.582579200003238,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_06,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:47,1,200,2.3689100999981747,0.6,0.6,0.6,2,2,5
20260522_155750,patient_06,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:49,1,200,1.8926179999980377,0.6,0.6,0.6,2,2,5
20260522_155750,patient_06,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:51,1,200,3.0508056999969995,0.6,0.6,0.6,2,2,5
20260522_155750,patient_07,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:54,1,200,3.5093090000009397,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,7
20260522_155750,patient_07,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:00:58,1,200,2.790786900004605,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,7
20260522_155750,patient_07,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:00,1,200,3.267791899997974,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,7
20260522_155750,patient_07,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:04,1,200,3.2748300000021118,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,7
20260522_155750,patient_07,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:07,1,200,2.76857690000179,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_07,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:10,1,200,2.4382141000023694,0.5714285714285714,0.5714285714285714,0.5714285714285714,3,3,7
20260522_155750,patient_07,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:13,1,200,5.400980999998865,0.2857142857142857,0.2857142857142857,0.2857142857142857,5,5,7
20260522_155750,patient_07,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:18,1,200,4.734956000000238,0.2857142857142857,0.2857142857142857,0.2857142857142857,5,5,7
20260522_155750,patient_07,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:23,1,200,4.009169499993732,0.2857142857142857,0.2857142857142857,0.2857142857142857,5,5,7
20260522_155750,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:27,1,200,2.587405199999921,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:30,1,200,2.341696800001955,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:32,1,200,3.003627799997048,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:35,1,200,3.4489037999956054,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:39,1,200,3.018051800005196,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:42,1,200,3.276736700005131,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:45,1,200,3.4785074000028544,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:49,1,200,2.8099302999980864,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_08,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:52,1,200,2.4832151000009617,0.5,0.4444444444444444,0.47058823529411764,5,4,8
20260522_155750,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:55,1,200,3.0941516000020783,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:01:58,1,200,3.486557399999583,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:01,1,200,3.248372499998368,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:05,1,200,4.132450300006894,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:09,1,200,5.18861779999861,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:14,1,200,3.767773700004909,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:18,1,200,3.16646110000147,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:21,1,200,3.08043760000146,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_09,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:24,1,200,3.4602598000055877,0.2,0.2,0.20000000000000004,4,4,5
20260522_155750,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:28,1,200,2.994503599999007,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,5,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:31,1,200,3.204767499999434,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,5,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:34,1,200,2.815547099999094,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:37,1,200,2.9221987999990233,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,10,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:40,1,200,3.0585799000036786,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,10,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:43,1,200,2.984118300002592,0.42857142857142855,0.42857142857142855,0.42857142857142855,4,4,7
20260522_155750,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:47,1,200,4.234320800002024,0.25,0.2857142857142857,0.26666666666666666,5,6,8
20260522_155750,patient_10,16,2,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:51,1,200,4.29730639999616,0.25,0.2857142857142857,0.26666666666666666,5,6,8
20260522_155750,patient_10,16,3,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:02:55,1,200,4.346901199998683,0.25,0.2857142857142857,0.26666666666666666,5,6,8
