run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,raw_valid_json,schema_match,repair_needed,extra_keys_count,missing_keys_count,malformed_json,markdown_fence_present,structural_drift_score
20260522_161359,patient_01,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:13:59.846817,1,200,4.324257899999793,1,1,0,0,0,0,0,0.0
20260522_161359,patient_01,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:04.337956,1,200,5.194521000004897,1,1,0,0,0,0,0,0.0
20260522_161359,patient_01,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:09.869458,1,200,5.370975300000282,1,1,0,0,0,0,0,0.0
20260522_161359,patient_01,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:15.626256,1,200,4.853228899999522,1,1,0,0,0,0,0,0.0
20260522_161359,patient_02,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:20.517221,1,200,2.112371700000949,1,1,0,0,0,0,0,0.0
20260522_161359,patient_02,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:22.750066,1,200,3.6878069000013056,1,1,0,0,0,0,0,0.0
20260522_161359,patient_02,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:26.645838,1,200,4.993182400001388,1,1,0,0,0,0,0,0.0
20260522_161359,patient_02,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:32.023929,1,200,4.518825600003765,1,1,0,0,0,0,0,0.0
20260522_161359,patient_03,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:36.598882,1,200,2.916223699998227,1,1,0,0,0,0,0,0.0
20260522_161359,patient_03,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:39.640474,1,200,2.4455815000037546,1,1,0,0,0,0,0,0.0
20260522_161359,patient_03,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:42.282086,1,200,2.671373199998925,1,1,0,0,0,0,0,0.0
20260522_161359,patient_03,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:45.283316,1,200,2.6395516999982647,1,1,0,0,0,0,0,0.0
20260522_161359,patient_04,1,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:47.962643,1,200,1.6420369999977993,1,1,0,0,0,0,0,0.0
20260522_161359,patient_04,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T16:14:49.706747,1,200,1.565403200002038,1,1,0,0,0,0,0,0.0
