run_id,patient_id,repetition,run,model,timestamp,ok,status_code,latency_s,micro_precision,micro_recall,micro_f1,omission_count,hallucination_count,extracted_entities_n
20260522_153314,patient_01,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:14,1,200,5.614283599999908,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_153314,patient_01,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:20,1,200,6.79198550000001,0.14285714285714285,0.1111111111111111,0.125,8,6,7
20260522_153314,patient_01,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:27,1,200,5.003745500001969,0.25,0.2222222222222222,0.23529411764705882,7,6,8
20260522_153314,patient_02,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:32,1,200,4.094868200001656,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_153314,patient_02,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:37,1,200,3.637682600001426,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,2,7
20260522_153314,patient_02,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:41,1,200,7.194860999999946,0.14285714285714285,0.14285714285714285,0.14285714285714285,6,6,7
20260522_153314,patient_03,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:48,1,200,3.675028800000291,0.4444444444444444,0.4444444444444444,0.4444444444444444,5,5,9
20260522_153314,patient_03,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:52,1,200,6.020727399998577,0.2222222222222222,0.2222222222222222,0.2222222222222222,7,7,9
20260522_153314,patient_03,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:33:59,1,200,4.377587800001493,0.2222222222222222,0.2222222222222222,0.2222222222222222,7,7,9
20260522_153314,patient_04,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:03,1,200,1.9834389999996347,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,6
20260522_153314,patient_04,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:06,1,200,2.9069818000025407,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_153314,patient_04,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:09,1,200,2.36476070000208,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4,6
20260522_153314,patient_05,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:11,1,200,4.21366560000024,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_153314,patient_05,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:16,1,200,4.299610600002779,0.375,0.3333333333333333,0.35294117647058826,6,5,8
20260522_153314,patient_05,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:34:21,1,200,2.7625953999995545,0.375,0.3333333333333333,0.35294117647058826,6,5,8
